length_m,height_m,thickness_m,location,quality,cost
81.76652580573041,2.909649265689536,0.1573141563789116,2,2,53686.67
176.96722742629362,3.556165380071495,0.26128631168922367,0,2,154768.45
244.66174427419307,5.466545359643073,0.2729132921589048,0,1,282317.96
63.6154262656994,5.39803624470148,0.2856512763837662,2,2,119558.13
88.58694385068401,4.417623953127521,0.34242061504434806,2,1,158101.75
82.36320012589924,3.155540250603329,0.19269984917452143,0,1,37937.59
27.18186058925017,3.2658123382612656,0.23409703583484145,0,1,16767.37
46.655126482818574,3.1023108693791914,0.25375560128034313,2,2,49419.41
248.46864904545998,4.027628422558385,0.30796733272643384,0,2,284763.86
64.15448479945562,5.12730429094097,0.2137435098904723,0,2,53335.43
15.84425207219304,3.891958297456419,0.2489653673475602,2,0,15298.09
81.13802892651381,4.3182685239192455,0.17470262190151847,2,0,58112.46
66.43530129792195,5.108192073510379,0.23111340263491395,0,0,45391.65
130.83041595360095,4.573755011784912,0.11390335924190936,2,2,102365.9
7.3306205203559855,5.24656982932878,0.14319857793827803,0,2,5124.84
109.81374893514358,4.739145883313449,0.20053226636909033,0,0,56117.35
61.82938541512638,3.831211804826032,0.22082298990514082,0,0,29655.53
117.03897691348075,5.399479683934082,0.28796930588101655,0,2,146336.35
34.23608421142356,4.581538581825699,0.2818835444688208,2,2,62878.94
59.69028689925316,4.917975427550949,0.2734680465501361,1,2,87454.27
244.02654801058947,4.897635085110544,0.13295515392928406,2,2,249202.62
149.5178160309012,4.589152288450367,0.2700243710684409,0,0,115661.56
26.80372303249153,4.30596255610528,0.28131288682382705,2,2,52833.17
220.69422732108382,2.954437689553846,0.3369344415860047,0,0,125809.42
241.9739320506071,4.399789248731777,0.3006224256919522,1,0,229893.9
61.825168332358565,3.5497062472876113,0.18257778491295817,0,0,22849.78
21.717653973133768,5.422629297051121,0.1413859618965298,1,0,12306.49
37.317791674431035,3.238422687230581,0.23047578270714836,0,1,18751.89
212.5232079737523,4.009947531203517,0.193055867527393,1,0,113307.27
74.86940938083438,3.4543945163551646,0.19809949879235517,0,2,41590.49
98.35530892287713,2.805680194340572,0.279064760208002,2,1,101855.56
195.0811089900204,2.8513158192419654,0.19371606738498803,1,1,91088.13
238.31957049794983,3.9699732466758686,0.2631509338703588,1,1,225206.62
239.1917186245787,4.3153681863372775,0.2094907386467817,0,0,129999.69
95.8761367372428,5.039033223436913,0.24527889918524282,2,2,161536.67
60.52816126505834,3.5978749292420815,0.11694227073669664,1,2,25746.12
213.8186845669658,3.626173143717128,0.2699070600263682,1,1,212030.95
165.9798920281618,4.131761907114163,0.29390941280965516,0,2,182403.13
31.869244460912377,3.7170302531561323,0.20131988781584192,1,0,17547.33
175.1937176223717,4.912193340434873,0.14283923908847349,2,2,160982.14
133.8231962703398,4.446860973587722,0.22713552074796617,2,1,161569.9
99.45010842190085,5.396219799055878,0.2560887950219518,0,2,126096.39
104.27886011201703,3.1397104791033135,0.32584077164819547,1,2,117646.38
94.8134634181687,4.136214021516459,0.18995387402499364,1,0,49866.28
24.6295049988632,5.131061600109194,0.2708747869805581,0,0,17961.14
99.2742937171624,4.251824742903697,0.20573561190225786,0,0,51753.72
147.90275634097233,5.075763121398448,0.12987686880031923,2,1,102861.77
15.350548965967983,4.297163594000434,0.30170055172911947,1,1,18094.4
63.135214965987736,3.8885147842852983,0.29930937169162836,2,2,100756.63
23.104584628670885,3.0229969503762635,0.2551940004665456,1,2,20359.35
164.26527778188517,5.302127213271156,0.23042446781943052,1,0,139562.48
78.49562995284694,3.0027004819229157,0.20144800270393526,1,1,47268.19
206.14429713380076,5.061083406244126,0.2242982895885643,1,0,152763.51
123.09423771963301,5.382790638889748,0.2549104360919947,2,0,162105.71
134.93129523789426,3.3494897402005446,0.32884306334243907,2,2,206159.52
193.62815556337213,2.9501487846619407,0.20345880813500167,1,1,94457.6
108.12904311892751,3.2234938794033754,0.30052285205160506,1,0,76657.95
155.64867189203872,4.204820996716658,0.26610044449041326,1,0,126161.01
209.24415169369928,4.057642415462449,0.18604674466083737,2,1,192097.03
71.91843295728405,5.363257378991598,0.24502034100151698,2,2,141209.49
153.19015178752275,4.2366374985700155,0.13527388606038696,2,2,131718.59
97.66807716918818,5.031479335629135,0.23745790682548454,0,2,93826.16
169.1548331602172,4.016463453173776,0.12602209386354118,2,2,118697.98
178.5693564411757,4.045465220210751,0.21063135596787097,0,1,106959.35
131.20947577987582,3.5692840717496868,0.2670103937773004,2,0,104443.67
103.96977301195396,3.7490655157895048,0.2609407638969334,0,1,77684.4
223.2886781281239,3.3034633758091805,0.21393365356622096,1,0,108235.97
37.536093226189,5.420630452395722,0.23447310386562178,2,1,51115.54
154.50004672159233,4.816823600430983,0.16941080742468534,2,1,146758.94
147.88607803430375,4.600539368454016,0.10455486374821168,2,0,74533.63
134.0745085169547,3.1390360668295667,0.15370545231163762,1,0,39400.24
